IP Range,23.227.38.0 - 23.227.38.255,,https://myip.ms/browse/sites/1/ipID/23.227.38.0/ipIDii/23.227.38.255/sort/6/asc/1#top,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Domain Info,,,,,,,,,,,,,,,,,SEO,,,,,,
No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,World Site Popular Rating (MyIP),Alexa Global Ranking,TLD,Company Name (Clearbit),Description (Clearbit),Selling?,Country (Clearbit),Category,SIC (Standard Industrial Classification),NAICs,Estimated Revenue (Clearbit),Reported Revenue (Clearbit),Brand Search Volume (Keywords Everywhere),Referring Domains (Ahrefs),Backlinks (Ahrefs),Keywords (Ahrefs),Traffic (Ahrefs)
664,zapcreatives.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,900","96,900",330458,com,Zap! Creatives,"Zap Creatives specialise in sticker printing, custom charms and promotional merchandise, with free worldwide shipping on all orders.",,,Commercial Printing,Retail-Miscellaneous Retail,RetailTrade,,,,166,4560,7367,15269
665,gigipip.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,000","97,000",199829,com,Gigi Pip,"Gigi Pip is a womens hat shop inspired by women who wear many hats and featuring the latest trends in hats: fedoras, floppy hats and many more. Find out more!",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,479,212510,7647,3724
666,l-r-g.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,005","97,005",221037,com,LRG Clothing,"Shop all new LRG collections online. Browse tees, hoodies, cargo shorts, jeans, and more at Lifted Research Group clothing.",,US,Consumer Staples,,RetailTrade,,,,1645,180386,10811,20875
667,manyhappydays.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,008","97,008",1716054,co,The Mindful Shop,"A mindful jewelry boutique Every purchase funds a mindfulness course for a teen Moon phase necklace, custom coordinate bracelet, engraved bar bracelet , lava bead diffuser bracelet",,GB,,,,,,,2,2,0,0
668,cbsstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,047","97,047",375702,com,,"Welcome To The Official CBS Store! Find Apparel, DVDs, Drinkware, Collectibles & Accessories For Your Favorite CBS Shows. Featuring Exclusive Merchandise from Big Brother, NCIS, Survivor, The Talk & More. Shop Now!",,US,,,,,,,1091,2536216,29802,35039
669,couturecandy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,056","97,056",111377,com,CoutureCandy.com,"Buy Prom Dresses Online Short,Long Prom Dresses 2019 at Couture Candy. Find 2019 new best collection Hot Sexy Prom Dresses on Cheap affordable price or with heavy Discount.",,US,"Apparel, Accessories & Luxury Goods",Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,3171,112733,104842,221889
670,madeincookware.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,098","97,098",103997,com,Made In Cookware,"Made In is delivering premium 5-ply, Made in America, stainless steel cookware direct to your door for a fraction of the competition. No longer is good cookware unaffordable!",,US,Consumer Discretionary,Retail-Eating & Drinking Places,Accommodation and Food Services,$1M-$10M,,,557,3853,26836,34374
671,sleepgram.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,130","97,130",311848,com,Sleepgram,"Sleepgram is the best pillow tech advancement since feathers. Our pillows, comforters, and cases come with free delivery, free returns, and a 100-night trial.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$0-$1M,,,138,411,461,1650
672,stasherbag.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,133","97,133",148984,com,stasher,"Stasher bags are a healthier alternative to plastic. Reusable & made with food-grade silicone, every Stasher prevents plastic bags from entering oceans. Shop the Stasher Bag official site.",,US,Consumer Staples,Engines & Turbines,Manufacturing,$1M-$10M,,,1344,10362,9728,12647
673,sungenomics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,136","97,136",780636,com,Sun Genomics,"Custom probiotics are formulated based on your gut microbiome data. FLORÃ‰: The most complete pre + probiotic (synbiotic) for digestive health. Improve gut health and fight SIBO, IBS, IBD, GERD, bloating, Chronic Fatigue, energy, Autism, frequent diarr...",,US,Biotechnology,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,104,260,376,249
674,theyetee.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 97,143","97,143",90709,com,The Yetee,Awesome tees for your torso!,,US,Retailing,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,1679,113420,26436,86188
675,thinktankphoto.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,144","97,144",149345,com,Think Tank Photo,Expert group of product designers and professional photographers focused on creating camera carrying solutions that streamline and enhance workflow.,,US,Photography,,Manufacturing,$1M-$10M,,,4449,637619,23422,34031
676,puffco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,176","97,176",107436,com,Puffco,"Named ""Best Vape Pen"" by High Times, the Puffco line features portable vaporizers with the largest ceramic chamber in the industry and the new innovative Peak desktop device.",,US,Consumer Electronics,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$1M-$10M,,,665,75163,5377,35952
677,bestself.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,237","97,237",119380,co,BestSelf Co,Buy the top productivity tools you need to succeed. Creators of the SELF Journal goal setting system and productivity planner.,,,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",,,,1623,251074,7728,23013
678,taotronics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,365","97,365",142783,com,TaoTronics,"TaoTronics official website offers True Wireless headphones, noise cancelling headphones, sports headphones, a TV sound bar and PC sound bar, humidifiers, LED lamp, therapy lamp, desk lamp as well as floor lamp at factory direct prices.",,,,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,,,,1566,32211,25505,48990
679,sokoglam.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,702","97,702",34121,com,Soko Glam,"Soko Glam is the most trusted source for Korean beauty products, curating the leading Korean skin care, cosmetics & makeup brands. Browse a variety of face and body collections, including cruelty-free & vegan-friendly items. Free shipping over $35 & 60...",,US,Consumer Discretionary,,"Professional, Scientific, and Technical Services",$1M-$10M,,,3008,44145,87846,370483
680,zippo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,738","97,738",110120,com,Zippo,"A Zippo lighter is a reusable metal lighter manufactured by American Zippo Manufacturing Company of Bradford, Pennsylvania, United States of America.",,US,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$50M-$100M,,,4427,166200,50835,200237
681,ignitecbd.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,831","97,831",97271,co,Ignite CBD,"Our CBD products are extracted from the highest quality hemp, brought to you by Ignite and Dan Bilzerian. Enjoy the broad benefits of our CBD oil, vape and drops.",,US,,,,,,,420,3660,5788,11489
682,berkeyfilters.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,957","97,957",145872,com,Berkey Filters,"Worlds largest dealer of the famous Berkey Water Filter. Complete source of information about all Berkey Water Filter products including videos, specifications, reviews and manuals.",,US,Renewable Energy,Engines & Turbines,Manufacturing,$1M-$10M,,,1966,113320,4843,29969
683,flagandanthem.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,967","97,967",260304,com,Flag & Anthem,The Flag & Anthem brand represents a modern and youthful take on classic wardrobe essentials for men's and women's clothing.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,223,20792,4496,4656
684,metziahsdirect.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,985","97,985",236985,com,,Modest & Tznius clothing at unheard of prices! Hand-selected modest-wear to keep you fashionable and trendy. It's all about metziahs! Metzias,,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,26,14582,106,95
685,rosewoman.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 97,996","97,996",731190,com,Rosebud Woman,"Luxury skincare for the intimate parts of a woman's body. Natural, plant-based, luxurious, effective formulas for arousal, vaginal dryness, happy labia skin, feminine hygiene, perimenopause, new mom care, postnatal care, perineal massage. Beautiful sen...",,US,Cosmetics,Chemicals & Allied Products,Manufacturing,$0-$1M,,,80,868,859,128
686,ausdom.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 98,049","98,049",301149,com,AUSDOM,"AUSDOMÂ® is a young brand focusing on Wireless Bluetooth Headphones, WebCams, Car DVR and More. With years of well-rounded experience, AUSDOMÂ® is the choice of Millions of Users worldwide. Deals, Savings and Official News in AUSDOMÂ® Global Online Store.",,US,Consumer Electronics,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$10M-$50M,,,216,1453,1756,3366
687,themanechoice.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,209","98,209",464621,com,The Mane Choice,"We offer a comprehensive methodology to achieving beautiful healthy hair, by infusing our hair care products with vitamins and essential nutrients such as Bioti",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,648,3492,15710,22672
688,billyj.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,226","98,226",146713,com.au,Billy J Boutique,Australias number one online fashion boutique. New arrivals daily and over 6000 styles to choose from. Affordable and on trend fashion. Worldwide Shipping.,,AU,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,374,47444,26367,53926
689,mobexpert.ro,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,438","98,438",102014,ro,Mobexpert,"La Mobexpert, ne ocupÄƒm de mobilÄƒ. De 25 de ani. Am promis sÄƒ fim Ã®ndrÄƒgostiÈ›i de ceea ce facem. Mult mai important este cÄƒ È™i voi iubiÈ›i ceea ce facem. Iar pentru asta vrem sÄƒ vÄƒ mulÈ›umim.",,RO,Homefurnishing Retail,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,$250M-$500M,"$255,000,000",,647,117118,25436,173823
690,crowdmade.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,465","98,465",117804,com,Crowdmade,"Crowdmade partners with creators from YouTube, Instagram, and Snapchat to create the highest quality apparel and accessories that fans are proud to wear.",,US,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,1244,58967,15220,33447
691,jadedldn.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 98,512","98,512",220228,com,Jaded LDN,"Free UK Delivery over Â£50, International over Â£175. Discover global inspired street style, cutting edge trends, unique swimwear and unreal festival & partywear. Designed in London, delivered worldwide.",,GB,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,374,3839,16465,16570
692,tommyjohn.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,624","98,624",64015,com,Tommy John,We fixed men's underwear. Smart design and fabrics mean no more pulling at your pant line. Get comfortable with yourself. No Adjustment Needed.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,,1859,23518,40404,66388
693,makeupgeek.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,687","98,687",187528,com,Makeup Geek,"Indulge your cosmetic addiction with Makeup Geek. We offer professional quality, cruelty-free makeup, and expert advice. All items ship worldwide.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,5880,272898,52156,122352
694,thecubicle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,748","98,748",128296,com,TheCubicle,"TheCubicle is a leading USA-based online specialty cube store committed to providing customers with a superior online shopping experience, excellent puzzle variety, and an innovative cubing experience. TheCubicle operates in New York and has served tho...",,BD,Consulting,Services-Advertising,"Professional, Scientific, and Technical Services",,,,477,20632,21102,55626
695,impressionsvanity.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,779","98,779",114931,com,Impressions Vanity,"Shop now & see why countless makeup lovers, bloggers, and pros prefer and love Impressions Vanity Hollywood Vanity Mirrors, Lighting and Beauty SLAYssentials!",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,592,10469,18135,36815
696,kennyflowers.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,784","98,784",390970,co,Kenny Flowers,Be the party you're looking for. The shirt is just a cover.,,,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,$0-$1M,,,81,344,3708,873
697,ameswalker.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,897","98,897",198870,com,Ames Walker,"Ames Walker is the premier choice for compression socks and hosiery. Browse our huge selection of compression wear and support stockings from top brands, including Jobst, Sigvaris, Medi and Ames Walker. Get free shipping and the lowest prices, guaranteed!",,US,Pharmaceuticals,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,518,13735,16805,16306
698,flexposture.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,953","98,953",100801,com,,Top-Rated Posture Corrective Braces. Easily Improve Your Posture.,,,,,,,,,40,177,24,364
699,katzglutenfree.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,981","98,981",607535,com,Katz Gluten Free,"Buy the best Gluten free Bakery Products like Gluten Free bread, Gluten Free Donuts, Gluten Free cookies, Gluten Free cakes, Gluten Free muffins and more.",,US,Internet,Food and Kindred Products,Manufacturing,$1M-$10M,,,611,257013,4402,5977
700,lablancaswim.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,985","98,985",348443,com,La Blanca,Shop chic womenâ€™s swimwear like stylish one-pieces and bikinis from La Blanca Swimwear. These swimsuits are timeless and elegant for women of all ages.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,173,3390,12515,9025
701,ledbury.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 98,989","98,989",220057,com,Ledbury,"Ledbury is a Richmond, Virginia based menâ€™s apparel company that specializes in luxury menâ€™s dress shirts, casual shirts and related accessories.",,US,"Apparel, Accessories & Luxury Goods",Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,686,24445,10262,11697
702,ranchogordo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,029","99,029",190027,com,Steve Sando,"Rancho Gordo has led the revival of interest in Heirloom Beans. With a focus on products indigenous to the New World, or The Americas,",,US,Consumer Staples,Food and Kindred Products,Manufacturing,,,,1970,37152,15997,20109
703,stio.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,057","99,057",114274,com,Stio,"Stio offers beautiful, functional products for both the epic and quiet moments of outdoor life.",,US,Consumer Discretionary,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$1M-$10M,,,750,119049,22939,11236
704,teddyfresh.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,092","99,092",53898,com,Teddy Fresh,"Teddy Fresh Official. Clothing, Sweatshirts, Hoodies, Jackets, T-Shirts, Socks, Accessories.",,,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,,,,305,2977,33350,117383
705,bando.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,098","99,098",55722,com,ban.do,"ban.do curates and creates products that are meant to make you smileâ€”and, in turn, help you be your best self. Shop clothes, accessories, planners, and more.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,8451,146859,35692,69148
706,chilledcow-merch.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 99,389","99,389",254864,com,ChilledCow,Chilled Cow is a YouTube channel founded in march 2015 doing the promotion of underground and talented lofi hip hop beatmakers through the most popular live radio on YouTube as well as videos and mixes. If you want to study or just chill with relaxing ...,,,,,,,,,235,1294,1188,4705
707,riotsquadeliquid.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,502","99,502",1531464,com,Riot Squad Eliquid,"Multi Award Winning Premium E-Liquid Ranges Riot Squad Eliquid, Punk Grenade. Best Selling E-Liquid Sold In Over 60 Countries World Wide.",,GB,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,51,427,321,869
708,cutterandsquidge.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,800","99,800",1343023,com,Cutter & Squidge,"Luxury London cakes, macarons, biscuits and more delivered to your door by courier. Delicious award winning cakes for any occasion. Personalised for you.",,GB,Consumer Staples,Food and Kindred Products,Manufacturing,$1M-$10M,,,579,2942,6506,7373
709,cupidrop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,913","99,913",92953,com,Cupidrop,"Cupidrop is the best online store for Korean skincare, makeup, and beauty products. Shop for exclusive deals, gifts, and plenty of free samples.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,,,,295,34309,1194,1055
710,swiftwick.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,952","99,952",171126,com,Swiftwick,"Swiftwick performance socks are designed for running, cycling, golf, hiking, hockey, skiing and snowboarding. Featuring Contoured Compression and Moisture-Wicking Technology, every sock comes with our 'Best Sock You Will Ever Wear' guarantee. Made in t...",,US,Consumer Discretionary,Leather & Leather Products,Manufacturing,$1M-$10M,,,1091,144046,6194,4141
711,treatadog.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 99,957","99,957",86334,com,Paw.com,The Paw.comâ„¢ top rated orthopedic dog bed provides the best memory foam dog bed support for your pet's joints. Our pet beds are great for injured or older dogs with arthritis. Checkout our new line of faux fur dog beds for the modern dog bed look with ...,,US,Internet Software & Services,Radiotelephone Communications,Information,,,,378,38095,289,274
712,jungalow.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 100,020","100,020",112014,com,Jungalow,"JungalowÂ® by Justina Blakeney is the one-stop-shop for bohemian-modern home decor + all things all things colorful, patternful +jungalicious. Decorate wild!",,,Internet,Retail-Miscellaneous Retail,RetailTrade,,,,3931,126649,9796,6728
